city,day,facade,street_width_m,opposite_height_m,floor,direct_sun_h
Naples,summer,east_or_west,20,18,0,3.8
Naples,summer,east_or_west,20,18,1,4.3
Naples,summer,east_or_west,20,18,2,4.8
Naples,summer,east_or_west,20,18,3,5.5
Naples,summer,east_or_west,20,18,4,6.2
Naples,summer,east_or_west,20,18,5,7.1
Naples,summer,east_or_west,30,18,0,4.8
Naples,summer,east_or_west,30,18,1,5.2
Naples,summer,east_or_west,30,18,2,5.6
Naples,summer,east_or_west,30,18,3,6.2
Naples,summer,east_or_west,30,18,4,6.7
Naples,summer,east_or_west,30,18,5,7.2
Naples,autumn,south,8,18,0,0
Naples,autumn,south,8,18,1,0
Naples,autumn,south,8,18,2,0.6
Naples,autumn,south,8,18,3,11.7
Naples,autumn,south,8,18,4,11.7
Naples,autumn,south,8,18,5,11.7
Naples,autumn,south,12,18,0,0.4
Naples,autumn,south,12,18,1,11.7
Naples,autumn,south,12,18,2,11.7
Naples,autumn,south,12,18,3,11.7
Naples,autumn,south,12,18,4,11.7
Naples,autumn,south,12,18,5,11.7
Naples,autumn,south,20,18,0,11.7
Naples,autumn,south,20,18,1,11.7
Naples,autumn,south,20,18,2,11.7
Naples,autumn,south,20,18,3,11.7
Naples,autumn,south,20,18,4,11.7
Naples,autumn,south,20,18,5,11.7
Naples,autumn,south,30,18,0,11.7
Naples,autumn,south,30,18,1,11.7
Naples,autumn,south,30,18,2,11.7
Naples,autumn,south,30,18,3,11.7
Naples,autumn,south,30,18,4,11.7
Naples,autumn,south,30,18,5,11.7
Naples,autumn,east_or_west,8,18,0,1.2
Naples,autumn,east_or_west,8,18,1,1.5
Naples,autumn,east_or_west,8,18,2,1.9
Naples,autumn,east_or_west,8,18,3,2.5
Naples,autumn,east_or_west,8,18,4,3.5
Naples,autumn,east_or_west,8,18,5,5
Naples,autumn,east_or_west,12,18,0,1.8
Naples,autumn,east_or_west,12,18,1,2.2
Naples,autumn,east_or_west,12,18,2,2.7
Naples,autumn,east_or_west,12,18,3,3.3
Naples,autumn,east_or_west,12,18,4,4.2
Naples,autumn,east_or_west,12,18,5,5.3
Naples,autumn,east_or_west,20,18,0,2.8
Naples,autumn,east_or_west,20,18,1,3.2
Naples,autumn,east_or_west,20,18,2,3.6
Naples,autumn,east_or_west,20,18,3,4.2
Naples,autumn,east_or_west,20,18,4,4.8
Naples,autumn,east_or_west,20,18,5,5.6
Naples,autumn,east_or_west,30,18,0,3.6
Naples,autumn,east_or_west,30,18,1,3.9
Naples,autumn,east_or_west,30,18,2,4.3
Naples,autumn,east_or_west,30,18,3,4.8
Naples,autumn,east_or_west,30,18,4,5.2
Naples,autumn,east_or_west,30,18,5,5.7
Naples,winter,south,8,18,0,0
Naples,winter,south,8,18,1,0
Naples,winter,south,8,18,2,0
Naples,winter,south,8,18,3,0
Naples,winter,south,8,18,4,0
Naples,winter,south,8,18,5,7.6
Naples,winter,south,12,18,0,0
Naples,winter,south,12,18,1,0
Naples,winter,south,12,18,2,0
Naples,winter,south,12,18,3,0
Naples,winter,south,12,18,4,4.8
Naples,winter,south,12,18,5,8.2
Naples,winter,south,20,18,0,0
Naples,winter,south,20,18,1,0
Naples,winter,south,20,18,2,0
Naples,winter,south,20,18,3,4.9
Naples,winter,south,20,18,4,7.2
Naples,winter,south,20,18,5,8.6
Naples,winter,south,30,18,0,0
Naples,winter,south,30,18,1,2.7
Naples,winter,south,30,18,2,5.4
Naples,winter,south,30,18,3,6.9
Naples,winter,south,30,18,4,8
Naples,winter,south,30,18,5,8.8
Naples,winter,east_or_west,8,18,0,0.8
Naples,winter,east_or_west,8,18,1,0.9
Naples,winter,east_or_west,8,18,2,1.2
Naples,winter,east_or_west,8,18,3,1.6
Naples,winter,east_or_west,8,18,4,2.2
Naples,winter,east_or_west,8,18,5,3.6
Naples,winter,east_or_west,12,18,0,1.2
Naples,winter,east_or_west,12,18,1,1.3
Naples,winter,east_or_west,12,18,2,1.7
Naples,winter,east_or_west,12,18,3,2.2
Naples,winter,east_or_west,12,18,4,2.8
Naples,winter,east_or_west,12,18,5,3.8
Naples,winter,east_or_west,20,18,0,1.7
Naples,winter,east_or_west,20,18,1,2.1
Naples,winter,east_or_west,20,18,2,2.4
Naples,winter,east_or_west,20,18,3,2.8
Naples,winter,east_or_west,20,18,4,3.4
Naples,winter,east_or_west,20,18,5,4.1
Naples,winter,east_or_west,30,18,0,2.3
Naples,winter,east_or_west,30,18,1,2.7
Naples,winter,east_or_west,30,18,2,2.9
Naples,winter,east_or_west,30,18,3,3.3
Naples,winter,east_or_west,30,18,4,3.8
Naples,winter,east_or_west,30,18,5,4.3
Madrid,spring,south,8,18,0,0
Madrid,spring,south,8,18,1,0
Madrid,spring,south,8,18,2,0
Madrid,spring,south,8,18,3,11.8
Madrid,spring,south,8,18,4,11.8
Madrid,spring,south,8,18,5,11.8
Madrid,spring,south,12,18,0,0
Madrid,spring,south,12,18,1,10.3
Madrid,spring,south,12,18,2,11.8
Madrid,spring,south,12,18,3,11.8
Madrid,spring,south,12,18,4,11.8
Madrid,spring,south,12,18,5,11.8
Madrid,spring,south,20,18,0,11.8
Madrid,spring,south,20,18,1,11.8
Madrid,spring,south,20,18,2,11.8
Madrid,spring,south,20,18,3,11.8
Madrid,spring,south,20,18,4,11.8
Madrid,spring,south,20,18,5,11.8
Madrid,spring,south,30,18,0,11.8
Madrid,spring,south,30,18,1,11.8
Madrid,spring,south,30,18,2,11.8
Madrid,spring,south,30,18,3,11.8
Madrid,spring,south,30,18,4,11.8
Madrid,spring,south,30,18,5,11.8
Madrid,spring,east_or_west,8,18,0,1.2
Madrid,spring,east_or_west,8,18,1,1.5
Madrid,spring,east_or_west,8,18,2,1.8
Madrid,spring,east_or_west,8,18,3,2.4
Madrid,spring,east_or_west,8,18,4,3.4
Madrid,spring,east_or_west,8,18,5,4.9
Madrid,spring,east_or_west,12,18,0,1.8
Madrid,spring,east_or_west,12,18,1,2.2
Madrid,spring,east_or_west,12,18,2,2.6
Madrid,spring,east_or_west,12,18,3,3.3
Madrid,spring,east_or_west,12,18,4,4.1
Madrid,spring,east_or_west,12,18,5,5.2
Madrid,spring,east_or_west,20,18,0,2.8
Madrid,spring,east_or_west,20,18,1,3.1
Madrid,spring,east_or_west,20,18,2,3.6
Madrid,spring,east_or_west,20,18,3,4.2
Madrid,spring,east_or_west,20,18,4,4.8
Madrid,spring,east_or_west,20,18,5,5.5
Madrid,spring,east_or_west,30,18,0,3.5
Madrid,spring,east_or_west,30,18,1,3.8
Madrid,spring,east_or_west,30,18,2,4.3
Madrid,spring,east_or_west,30,18,3,4.7
Madrid,spring,east_or_west,30,18,4,5.2
Madrid,spring,east_or_west,30,18,5,5.7
Madrid,summer,south,8,18,0,7.7
Madrid,summer,south,8,18,1,7.7
Madrid,summer,south,8,18,2,7.7
Madrid,summer,south,8,18,3,7.7
Madrid,summer,south,8,18,4,7.7
Madrid,summer,south,8,18,5,7.7
Madrid,summer,south,12,18,0,7.7
Madrid,summer,south,12,18,1,7.7
Madrid,summer,south,12,18,2,7.7
Madrid,summer,south,12,18,3,7.7
Madrid,summer,south,12,18,4,7.7
Madrid,summer,south,12,18,5,7.7
Madrid,summer,south,20,18,0,7.7
Madrid,summer,south,20,18,1,7.7
Madrid,summer,south,20,18,2,7.7
Madrid,summer,south,20,18,3,7.7
Madrid,summer,south,20,18,4,7.7
Madrid,summer,south,20,18,5,7.7
Madrid,summer,south,30,18,0,7.7
Madrid,summer,south,30,18,1,7.7
Madrid,summer,south,30,18,2,7.7
Madrid,summer,south,30,18,3,7.7
Madrid,summer,south,30,18,4,7.7
Madrid,summer,south,30,18,5,7.7
Madrid,summer,east_or_west,8,18,0,1.8
Madrid,summer,east_or_west,8,18,1,2.2
Madrid,summer,east_or_west,8,18,2,2.7
Madrid,summer,east_or_west,8,18,3,3.4
Madrid,summer,east_or_west,8,18,4,4.7
Madrid,summer,east_or_west,8,18,5,6.5
Madrid,summer,east_or_west,12,18,0,2.6
Madrid,summer,east_or_west,12,18,1,3
Madrid,summer,east_or_west,12,18,2,3.7
Madrid,summer,east_or_west,12,18,3,4.4
Madrid,summer,east_or_west,12,18,4,5.5
Madrid,summer,east_or_west,12,18,5,6.8
Madrid,summer,east_or_west,20,18,0,3.8
Madrid,summer,east_or_west,20,18,1,4.3
Madrid,summer,east_or_west,20,18,2,4.8
Madrid,summer,east_or_west,20,18,3,5.5
Madrid,summer,east_or_west,20,18,4,6.2
Madrid,summer,east_or_west,20,18,5,7.1
Madrid,summer,east_or_west,30,18,0,4.8
Madrid,summer,east_or_west,30,18,1,5.2
Madrid,summer,east_or_west,30,18,2,5.7
Madrid,summer,east_or_west,30,18,3,6.2
Madrid,summer,east_or_west,30,18,4,6.7
Madrid,summer,east_or_west,30,18,5,7.2
Madrid,autumn,south,8,18,0,0
Madrid,autumn,south,8,18,1,0.1
Madrid,autumn,south,8,18,2,0.5
Madrid,autumn,south,8,18,3,11.7
Madrid,autumn,south,8,18,4,11.7
Madrid,autumn,south,8,18,5,11.7
Madrid,autumn,south,12,18,0,0.4
Madrid,autumn,south,12,18,1,11.7
Madrid,autumn,south,12,18,2,11.7
Madrid,autumn,south,12,18,3,11.7
Madrid,autumn,south,12,18,4,11.7
Madrid,autumn,south,12,18,5,11.7
Madrid,autumn,south,20,18,0,11.7
Madrid,autumn,south,20,18,1,11.7
Madrid,autumn,south,20,18,2,11.7
Madrid,autumn,south,20,18,3,11.7
Madrid,autumn,south,20,18,4,11.7
Madrid,autumn,south,20,18,5,11.7
Madrid,autumn,south,30,18,0,11.7
Madrid,autumn,south,30,18,1,11.7
Madrid,autumn,south,30,18,2,11.7
Madrid,autumn,south,30,18,3,11.7
Madrid,autumn,south,30,18,4,11.7
Madrid,autumn,south,30,18,5,11.7
Madrid,autumn,east_or_west,8,18,0,1.3
Madrid,autumn,east_or_west,8,18,1,1.6
Madrid,autumn,east_or_west,8,18,2,2
Madrid,autumn,east_or_west,8,18,3,2.6
Madrid,autumn,east_or_west,8,18,4,3.5
Madrid,autumn,east_or_west,8,18,5,5.1
Madrid,autumn,east_or_west,12,18,0,1.9
Madrid,autumn,east_or_west,12,18,1,2.2
Madrid,autumn,east_or_west,12,18,2,2.7
Madrid,autumn,east_or_west,12,18,3,3.3
Madrid,autumn,east_or_west,12,18,4,4.3
Madrid,autumn,east_or_west,12,18,5,5.4
Madrid,autumn,east_or_west,20,18,0,2.8
Madrid,autumn,east_or_west,20,18,1,3.3
Madrid,autumn,east_or_west,20,18,2,3.7
Madrid,autumn,east_or_west,20,18,3,4.3
Madrid,autumn,east_or_west,20,18,4,4.9
Madrid,autumn,east_or_west,20,18,5,5.7
Madrid,autumn,east_or_west,30,18,0,3.6
Madrid,autumn,east_or_west,30,18,1,4
Madrid,autumn,east_or_west,30,18,2,4.3
Madrid,autumn,east_or_west,30,18,3,4.8
Madrid,autumn,east_or_west,30,18,4,5.2
Madrid,autumn,east_or_west,30,18,5,5.7
Madrid,winter,south,8,18,0,0
Madrid,winter,south,8,18,1,0
Madrid,winter,south,8,18,2,0
Madrid,winter,south,8,18,3,0
Madrid,winter,south,8,18,4,0
Madrid,winter,south,8,18,5,7.7
Madrid,winter,south,12,18,0,0
Madrid,winter,south,12,18,1,0
Madrid,winter,south,12,18,2,0
Madrid,winter,south,12,18,3,0
Madrid,winter,south,12,18,4,5
Madrid,winter,south,12,18,5,8.2
Madrid,winter,south,20,18,0,0
Madrid,winter,south,20,18,1,0
Madrid,winter,south,20,18,2,0
Madrid,winter,south,20,18,3,5.1
Madrid,winter,south,20,18,4,7.3
Madrid,winter,south,20,18,5,8.7
Madrid,winter,south,30,18,0,0
Madrid,winter,south,30,18,1,3.1
Madrid,winter,south,30,18,2,5.6
Madrid,winter,south,30,18,3,7
Madrid,winter,south,30,18,4,8
Madrid,winter,south,30,18,5,8.8
Madrid,winter,east_or_west,8,18,0,0.8
Madrid,winter,east_or_west,8,18,1,0.9
Madrid,winter,east_or_west,8,18,2,1.2
Madrid,winter,east_or_west,8,18,3,1.6
Madrid,winter,east_or_west,8,18,4,2.2
Madrid,winter,east_or_west,8,18,5,3.6
Madrid,winter,east_or_west,12,18,0,1.2
Madrid,winter,east_or_west,12,18,1,1.3
Madrid,winter,east_or_west,12,18,2,1.7
Madrid,winter,east_or_west,12,18,3,2.2
Madrid,winter,east_or_west,12,18,4,2.8
Madrid,winter,east_or_west,12,18,5,3.8
Madrid,winter,east_or_west,20,18,0,1.7
Madrid,winter,east_or_west,20,18,1,2.1
Madrid,winter,east_or_west,20,18,2,2.4
Madrid,winter,east_or_west,20,18,3,2.8
Madrid,winter,east_or_west,20,18,4,3.4
Madrid,winter,east_or_west,20,18,5,4.1
Madrid,winter,east_or_west,30,18,0,2.3
Madrid,winter,east_or_west,30,18,1,2.7
Madrid,winter,east_or_west,30,18,2,2.9
Madrid,winter,east_or_west,30,18,3,3.3
Madrid,winter,east_or_west,30,18,4,3.8
Madrid,winter,east_or_west,30,18,5,4.3
Barcelona,spring,south,8,18,0,0
Barcelona,spring,south,8,18,1,0
Barcelona,spring,south,8,18,2,0
Barcelona,spring,south,8,18,3,11.8
Barcelona,spring,south,8,18,4,11.8
Barcelona,spring,south,8,18,5,11.8
Barcelona,spring,south,12,18,0,0
Barcelona,spring,south,12,18,1,0.2
Barcelona,spring,south,12,18,2,11.8
Barcelona,spring,south,12,18,3,11.8
Barcelona,spring,south,12,18,4,11.8
Barcelona,spring,south,12,18,5,11.8
Barcelona,spring,south,20,18,0,11.8
Barcelona,spring,south,20,18,1,11.8
Barcelona,spring,south,20,18,2,11.8
Barcelona,spring,south,20,18,3,11.8
Barcelona,spring,south,20,18,4,11.8
Barcelona,spring,south,20,18,5,11.8
Barcelona,spring,south,30,18,0,11.8
Barcelona,spring,south,30,18,1,11.8
Barcelona,spring,south,30,18,2,11.8
Barcelona,spring,south,30,18,3,11.8
Barcelona,spring,south,30,18,4,11.8
Barcelona,spring,south,30,18,5,11.8
Barcelona,spring,east_or_west,8,18,0,1.2
Barcelona,spring,east_or_west,8,18,1,1.5
Barcelona,spring,east_or_west,8,18,2,1.9
Barcelona,spring,east_or_west,8,18,3,2.5
Barcelona,spring,east_or_west,8,18,4,3.4
Barcelona,spring,east_or_west,8,18,5,5
Barcelona,spring,east_or_west,12,18,0,1.8
Barcelona,spring,east_or_west,12,18,1,2.2
Barcelona,spring,east_or_west,12,18,2,2.7
Barcelona,spring,east_or_west,12,18,3,3.3
Barcelona,spring,east_or_west,12,18,4,4.2
Barcelona,spring,east_or_west,12,18,5,5.3
Barcelona,spring,east_or_west,20,18,0,2.8
Barcelona,spring,east_or_west,20,18,1,3.2
Barcelona,spring,east_or_west,20,18,2,3.6
Barcelona,spring,east_or_west,20,18,3,4.2
Barcelona,spring,east_or_west,20,18,4,4.8
Barcelona,spring,east_or_west,20,18,5,5.6
Barcelona,spring,east_or_west,30,18,0,3.5
Barcelona,spring,east_or_west,30,18,1,3.9
Barcelona,spring,east_or_west,30,18,2,4.3
Barcelona,spring,east_or_west,30,18,3,4.8
Barcelona,spring,east_or_west,30,18,4,5.2
Barcelona,spring,east_or_west,30,18,5,5.7
Barcelona,summer,south,8,18,0,7.8
Barcelona,summer,south,8,18,1,7.8
Barcelona,summer,south,8,18,2,7.8
Barcelona,summer,south,8,18,3,7.8
Barcelona,summer,south,8,18,4,7.8
Barcelona,summer,south,8,18,5,7.8
Barcelona,summer,south,12,18,0,7.8
Barcelona,summer,south,12,18,1,7.8
Barcelona,summer,south,12,18,2,7.8
Barcelona,summer,south,12,18,3,7.8
Barcelona,summer,south,12,18,4,7.8
Barcelona,summer,south,12,18,5,7.8
Barcelona,summer,south,20,18,0,7.8
Barcelona,summer,south,20,18,1,7.8
Barcelona,summer,south,20,18,2,7.8
Barcelona,summer,south,20,18,3,7.8
Barcelona,summer,south,20,18,4,7.8
Barcelona,summer,south,20,18,5,7.8
Barcelona,summer,south,30,18,0,7.8
Barcelona,summer,south,30,18,1,7.8
Barcelona,summer,south,30,18,2,7.8
Barcelona,summer,south,30,18,3,7.8
Barcelona,summer,south,30,18,4,7.8
Barcelona,summer,south,30,18,5,7.8
Barcelona,summer,east_or_west,8,18,0,1.7
Barcelona,summer,east_or_west,8,18,1,2.1
Barcelona,summer,east_or_west,8,18,2,2.7
Barcelona,summer,east_or_west,8,18,3,3.4
Barcelona,summer,east_or_west,8,18,4,4.7
Barcelona,summer,east_or_west,8,18,5,6.5
Barcelona,summer,east_or_west,12,18,0,2.6
Barcelona,summer,east_or_west,12,18,1,3
Barcelona,summer,east_or_west,12,18,2,3.6
Barcelona,summer,east_or_west,12,18,3,4.4
Barcelona,summer,east_or_west,12,18,4,5.5
Barcelona,summer,east_or_west,12,18,5,6.8
Barcelona,summer,east_or_west,20,18,0,3.8
Barcelona,summer,east_or_west,20,18,1,4.3
Barcelona,summer,east_or_west,20,18,2,4.8
Barcelona,summer,east_or_west,20,18,3,5.5
Barcelona,summer,east_or_west,20,18,4,6.3
Barcelona,summer,east_or_west,20,18,5,7.1
Barcelona,summer,east_or_west,30,18,0,4.8
Barcelona,summer,east_or_west,30,18,1,5.2
Barcelona,summer,east_or_west,30,18,2,5.7
Barcelona,summer,east_or_west,30,18,3,6.2
Barcelona,summer,east_or_west,30,18,4,6.7
Barcelona,summer,east_or_west,30,18,5,7.2
Barcelona,autumn,south,8,18,0,0
Barcelona,autumn,south,8,18,1,0.1
Barcelona,autumn,south,8,18,2,0.5
Barcelona,autumn,south,8,18,3,11.8
Barcelona,autumn,south,8,18,4,11.8
Barcelona,autumn,south,8,18,5,11.8
Barcelona,autumn,south,12,18,0,0.4
Barcelona,autumn,south,12,18,1,11.8
Barcelona,autumn,south,12,18,2,11.8
Barcelona,autumn,south,12,18,3,11.8
Barcelona,autumn,south,12,18,4,11.8
Barcelona,autumn,south,12,18,5,11.8
Barcelona,autumn,south,20,18,0,11.8
Barcelona,autumn,south,20,18,1,11.8
Barcelona,autumn,south,20,18,2,11.8
Barcelona,autumn,south,20,18,3,11.8
Barcelona,autumn,south,20,18,4,11.8
Barcelona,autumn,south,20,18,5,11.8
Barcelona,autumn,south,30,18,0,11.8
Barcelona,autumn,south,30,18,1,11.8
Barcelona,autumn,south,30,18,2,11.8
Barcelona,autumn,south,30,18,3,11.8
Barcelona,autumn,south,30,18,4,11.8
Barcelona,autumn,south,30,18,5,11.8
Barcelona,autumn,east_or_west,8,18,0,1.2
Barcelona,autumn,east_or_west,8,18,1,1.5
Barcelona,autumn,east_or_west,8,18,2,1.9
Barcelona,autumn,east_or_west,8,18,3,2.5
Barcelona,autumn,east_or_west,8,18,4,3.5
Barcelona,autumn,east_or_west,8,18,5,5
Barcelona,autumn,east_or_west,12,18,0,1.8
Barcelona,autumn,east_or_west,12,18,1,2.2
Barcelona,autumn,east_or_west,12,18,2,2.7
Barcelona,autumn,east_or_west,12,18,3,3.3
Barcelona,autumn,east_or_west,12,18,4,4.2
Barcelona,autumn,east_or_west,12,18,5,5.3
Barcelona,autumn,east_or_west,20,18,0,2.8
Barcelona,autumn,east_or_west,20,18,1,3.2
Barcelona,autumn,east_or_west,20,18,2,3.7
Barcelona,autumn,east_or_west,20,18,3,4.2
Barcelona,autumn,east_or_west,20,18,4,4.8
Barcelona,autumn,east_or_west,20,18,5,5.6
Barcelona,autumn,east_or_west,30,18,0,3.6
Barcelona,autumn,east_or_west,30,18,1,3.9
Barcelona,autumn,east_or_west,30,18,2,4.3
Barcelona,autumn,east_or_west,30,18,3,4.8
Barcelona,autumn,east_or_west,30,18,4,5.2
Barcelona,autumn,east_or_west,30,18,5,5.7
Barcelona,winter,south,8,18,0,0
Barcelona,winter,south,8,18,1,0
Barcelona,winter,south,8,18,2,0
Barcelona,winter,south,8,18,3,0
Barcelona,winter,south,8,18,4,0
Barcelona,winter,south,8,18,5,7.4
Barcelona,winter,south,12,18,0,0
Barcelona,winter,south,12,18,1,0
Barcelona,winter,south,12,18,2,0
Barcelona,winter,south,12,18,3,0
Barcelona,winter,south,12,18,4,4.6
Barcelona,winter,south,12,18,5,8.1
Barcelona,winter,south,20,18,0,0
Barcelona,winter,south,20,18,1,0
Barcelona,winter,south,20,18,2,0
Barcelona,winter,south,20,18,3,4.7
Barcelona,winter,south,20,18,4,7.1
Barcelona,winter,south,20,18,5,8.6
Barcelona,winter,south,30,18,0,0
Barcelona,winter,south,30,18,1,2.1
Barcelona,winter,south,30,18,2,5.2
Barcelona,winter,south,30,18,3,6.7
Barcelona,winter,south,30,18,4,7.9
Barcelona,winter,south,30,18,5,8.7
Barcelona,winter,east_or_west,8,18,0,0.8
Barcelona,winter,east_or_west,8,18,1,0.9
Barcelona,winter,east_or_west,8,18,2,1.2
Barcelona,winter,east_or_west,8,18,3,1.6
Barcelona,winter,east_or_west,8,18,4,2.2
Barcelona,winter,east_or_west,8,18,5,3.6
Barcelona,winter,east_or_west,12,18,0,1.2
Barcelona,winter,east_or_west,12,18,1,1.3
Barcelona,winter,east_or_west,12,18,2,1.7
Barcelona,winter,east_or_west,12,18,3,2.2
Barcelona,winter,east_or_west,12,18,4,2.8
Barcelona,winter,east_or_west,12,18,5,3.8
Barcelona,winter,east_or_west,20,18,0,1.7
Barcelona,winter,east_or_west,20,18,1,2.1
Barcelona,winter,east_or_west,20,18,2,2.4
Barcelona,winter,east_or_west,20,18,3,2.8
Barcelona,winter,east_or_west,20,18,4,3.4
Barcelona,winter,east_or_west,20,18,5,4.1
Barcelona,winter,east_or_west,30,18,0,2.3
Barcelona,winter,east_or_west,30,18,1,2.6
Barcelona,winter,east_or_west,30,18,2,2.9
Barcelona,winter,east_or_west,30,18,3,3.3
Barcelona,winter,east_or_west,30,18,4,3.8
Barcelona,winter,east_or_west,30,18,5,4.3
Lisbon,spring,south,8,18,0,0
Lisbon,spring,south,8,18,1,0
Lisbon,spring,south,8,18,2,0
Lisbon,spring,south,8,18,3,11.8
Lisbon,spring,south,8,18,4,11.8
Lisbon,spring,south,8,18,5,11.8
Lisbon,spring,south,12,18,0,0
Lisbon,spring,south,12,18,1,11.7
Lisbon,spring,south,12,18,2,11.8
Lisbon,spring,south,12,18,3,11.8
Lisbon,spring,south,12,18,4,11.8
Lisbon,spring,south,12,18,5,11.8
Lisbon,spring,south,20,18,0,11.8
Lisbon,spring,south,20,18,1,11.8
Lisbon,spring,south,20,18,2,11.8
Lisbon,spring,south,20,18,3,11.8
Lisbon,spring,south,20,18,4,11.8
Lisbon,spring,south,20,18,5,11.8
Lisbon,spring,south,30,18,0,11.8
Lisbon,spring,south,30,18,1,11.8
Lisbon,spring,south,30,18,2,11.8
Lisbon,spring,south,30,18,3,11.8
Lisbon,spring,south,30,18,4,11.8
Lisbon,spring,south,30,18,5,11.8
Lisbon,spring,east_or_west,8,18,0,1.3
Lisbon,spring,east_or_west,8,18,1,1.6
Lisbon,spring,east_or_west,8,18,2,1.9
Lisbon,spring,east_or_west,8,18,3,2.6
Lisbon,spring,east_or_west,8,18,4,3.5
Lisbon,spring,east_or_west,8,18,5,5
Lisbon,spring,east_or_west,12,18,0,1.9
Lisbon,spring,east_or_west,12,18,1,2.2
Lisbon,spring,east_or_west,12,18,2,2.7
Lisbon,spring,east_or_west,12,18,3,3.3
Lisbon,spring,east_or_west,12,18,4,4.3
Lisbon,spring,east_or_west,12,18,5,5.3
Lisbon,spring,east_or_west,20,18,0,2.8
Lisbon,spring,east_or_west,20,18,1,3.3
Lisbon,spring,east_or_west,20,18,2,3.7
Lisbon,spring,east_or_west,20,18,3,4.3
Lisbon,spring,east_or_west,20,18,4,4.8
Lisbon,spring,east_or_west,20,18,5,5.6
Lisbon,spring,east_or_west,30,18,0,3.6
Lisbon,spring,east_or_west,30,18,1,3.9
Lisbon,spring,east_or_west,30,18,2,4.3
Lisbon,spring,east_or_west,30,18,3,4.8
Lisbon,spring,east_or_west,30,18,4,5.2
Lisbon,spring,east_or_west,30,18,5,5.7
Lisbon,summer,south,8,18,0,7.4
Lisbon,summer,south,8,18,1,7.4
Lisbon,summer,south,8,18,2,7.4
Lisbon,summer,south,8,18,3,7.4
Lisbon,summer,south,8,18,4,7.4
Lisbon,summer,south,8,18,5,7.4
Lisbon,summer,south,12,18,0,7.4
Lisbon,summer,south,12,18,1,7.4
Lisbon,summer,south,12,18,2,7.4
Lisbon,summer,south,12,18,3,7.4
Lisbon,summer,south,12,18,4,7.4
Lisbon,summer,south,12,18,5,7.4
Lisbon,summer,south,20,18,0,7.4
Lisbon,summer,south,20,18,1,7.4
Lisbon,summer,south,20,18,2,7.4
Lisbon,summer,south,20,18,3,7.4
Lisbon,summer,south,20,18,4,7.4
Lisbon,summer,south,20,18,5,7.4
Lisbon,summer,south,30,18,0,7.4
Lisbon,summer,south,30,18,1,7.4
Lisbon,summer,south,30,18,2,7.4
Lisbon,summer,south,30,18,3,7.4
Lisbon,summer,south,30,18,4,7.4
Lisbon,summer,south,30,18,5,7.4
Lisbon,summer,east_or_west,8,18,0,1.7
Lisbon,summer,east_or_west,8,18,1,2.2
Lisbon,summer,east_or_west,8,18,2,2.7
Lisbon,summer,east_or_west,8,18,3,3.4
Lisbon,summer,east_or_west,8,18,4,4.6
Lisbon,summer,east_or_west,8,18,5,6.4
Lisbon,summer,east_or_west,12,18,0,2.6
Lisbon,summer,east_or_west,12,18,1,3
Lisbon,summer,east_or_west,12,18,2,3.6
Lisbon,summer,east_or_west,12,18,3,4.4
Lisbon,summer,east_or_west,12,18,4,5.4
Lisbon,summer,east_or_west,12,18,5,6.7
Lisbon,summer,east_or_west,20,18,0,3.8
Lisbon,summer,east_or_west,20,18,1,4.3
Lisbon,summer,east_or_west,20,18,2,4.8
Lisbon,summer,east_or_west,20,18,3,5.5
Lisbon,summer,east_or_west,20,18,4,6.2
Lisbon,summer,east_or_west,20,18,5,7
Lisbon,summer,east_or_west,30,18,0,4.8
Lisbon,summer,east_or_west,30,18,1,5.2
Lisbon,summer,east_or_west,30,18,2,5.6
Lisbon,summer,east_or_west,30,18,3,6.1
Lisbon,summer,east_or_west,30,18,4,6.6
Lisbon,summer,east_or_west,30,18,5,7.1
Lisbon,autumn,south,8,18,0,0
Lisbon,autumn,south,8,18,1,0.2
Lisbon,autumn,south,8,18,2,1.2
Lisbon,autumn,south,8,18,3,11.8
Lisbon,autumn,south,8,18,4,11.8
Lisbon,autumn,south,8,18,5,11.8
Lisbon,autumn,south,12,18,0,0.8
Lisbon,autumn,south,12,18,1,11.8
Lisbon,autumn,south,12,18,2,11.8
Lisbon,autumn,south,12,18,3,11.8
Lisbon,autumn,south,12,18,4,11.8
Lisbon,autumn,south,12,18,5,11.8
Lisbon,autumn,south,20,18,0,11.8
Lisbon,autumn,south,20,18,1,11.8
Lisbon,autumn,south,20,18,2,11.8
Lisbon,autumn,south,20,18,3,11.8
Lisbon,autumn,south,20,18,4,11.8
Lisbon,autumn,south,20,18,5,11.8
Lisbon,autumn,south,30,18,0,11.8
Lisbon,autumn,south,30,18,1,11.8
Lisbon,autumn,south,30,18,2,11.8
Lisbon,autumn,south,30,18,3,11.8
Lisbon,autumn,south,30,18,4,11.8
Lisbon,autumn,south,30,18,5,11.8
Lisbon,autumn,east_or_west,8,18,0,1.3
Lisbon,autumn,east_or_west,8,18,1,1.6
Lisbon,autumn,east_or_west,8,18,2,2
Lisbon,autumn,east_or_west,8,18,3,2.6
Lisbon,autumn,east_or_west,8,18,4,3.5
Lisbon,autumn,east_or_west,8,18,5,5.1
Lisbon,autumn,east_or_west,12,18,0,1.9
Lisbon,autumn,east_or_west,12,18,1,2.2
Lisbon,autumn,east_or_west,12,18,2,2.8
Lisbon,autumn,east_or_west,12,18,3,3.3
Lisbon,autumn,east_or_west,12,18,4,4.3
