city,day,facade,street_width_m,opposite_height_m,floor,direct_sun_h
Lisbon,autumn,east_or_west,12,18,5,5.4
Lisbon,autumn,east_or_west,20,18,0,2.8
Lisbon,autumn,east_or_west,20,18,1,3.3
Lisbon,autumn,east_or_west,20,18,2,3.7
Lisbon,autumn,east_or_west,20,18,3,4.3
Lisbon,autumn,east_or_west,20,18,4,4.9
Lisbon,autumn,east_or_west,20,18,5,5.7
Lisbon,autumn,east_or_west,30,18,0,3.6
Lisbon,autumn,east_or_west,30,18,1,4
Lisbon,autumn,east_or_west,30,18,2,4.3
Lisbon,autumn,east_or_west,30,18,3,4.8
Lisbon,autumn,east_or_west,30,18,4,5.2
Lisbon,autumn,east_or_west,30,18,5,5.7
Lisbon,winter,south,8,18,0,0
Lisbon,winter,south,8,18,1,0
Lisbon,winter,south,8,18,2,0
Lisbon,winter,south,8,18,3,0
Lisbon,winter,south,8,18,4,0
Lisbon,winter,south,8,18,5,7.9
Lisbon,winter,south,12,18,0,0
Lisbon,winter,south,12,18,1,0
Lisbon,winter,south,12,18,2,0
Lisbon,winter,south,12,18,3,0
Lisbon,winter,south,12,18,4,5.6
Lisbon,winter,south,12,18,5,8.4
Lisbon,winter,south,20,18,0,0
Lisbon,winter,south,20,18,1,0
Lisbon,winter,south,20,18,2,0
Lisbon,winter,south,20,18,3,5.7
Lisbon,winter,south,20,18,4,7.6
Lisbon,winter,south,20,18,5,8.9
Lisbon,winter,south,30,18,0,0
Lisbon,winter,south,30,18,1,4.3
Lisbon,winter,south,30,18,2,6.1
Lisbon,winter,south,30,18,3,7.4
Lisbon,winter,south,30,18,4,8.2
Lisbon,winter,south,30,18,5,9.1
Lisbon,winter,east_or_west,8,18,0,0.8
Lisbon,winter,east_or_west,8,18,1,1
Lisbon,winter,east_or_west,8,18,2,1.3
Lisbon,winter,east_or_west,8,18,3,1.7
Lisbon,winter,east_or_west,8,18,4,2.4
Lisbon,winter,east_or_west,8,18,5,3.8
Lisbon,winter,east_or_west,12,18,0,1.2
Lisbon,winter,east_or_west,12,18,1,1.5
Lisbon,winter,east_or_west,12,18,2,1.8
Lisbon,winter,east_or_west,12,18,3,2.3
Lisbon,winter,east_or_west,12,18,4,3
Lisbon,winter,east_or_west,12,18,5,4
Lisbon,winter,east_or_west,20,18,0,1.9
Lisbon,winter,east_or_west,20,18,1,2.2
Lisbon,winter,east_or_west,20,18,2,2.6
Lisbon,winter,east_or_west,20,18,3,3
Lisbon,winter,east_or_west,20,18,4,3.6
Lisbon,winter,east_or_west,20,18,5,4.3
Lisbon,winter,east_or_west,30,18,0,2.5
Lisbon,winter,east_or_west,30,18,1,2.8
Lisbon,winter,east_or_west,30,18,2,3.1
Lisbon,winter,east_or_west,30,18,3,3.5
Lisbon,winter,east_or_west,30,18,4,3.9
Lisbon,winter,east_or_west,30,18,5,4.4
Athens,spring,south,8,18,0,0
Athens,spring,south,8,18,1,0
Athens,spring,south,8,18,2,0
Athens,spring,south,8,18,3,11.8
Athens,spring,south,8,18,4,11.8
Athens,spring,south,8,18,5,11.8
Athens,spring,south,12,18,0,0
Athens,spring,south,12,18,1,11.7
Athens,spring,south,12,18,2,11.8
Athens,spring,south,12,18,3,11.8
Athens,spring,south,12,18,4,11.8
Athens,spring,south,12,18,5,11.8
Athens,spring,south,20,18,0,11.8
Athens,spring,south,20,18,1,11.8
Athens,spring,south,20,18,2,11.8
Athens,spring,south,20,18,3,11.8
Athens,spring,south,20,18,4,11.8
Athens,spring,south,20,18,5,11.8
Athens,spring,south,30,18,0,11.8
Athens,spring,south,30,18,1,11.8
Athens,spring,south,30,18,2,11.8
Athens,spring,south,30,18,3,11.8
Athens,spring,south,30,18,4,11.8
Athens,spring,south,30,18,5,11.8
Athens,spring,east_or_west,8,18,0,1.3
Athens,spring,east_or_west,8,18,1,1.6
Athens,spring,east_or_west,8,18,2,2
Athens,spring,east_or_west,8,18,3,2.6
Athens,spring,east_or_west,8,18,4,3.6
Athens,spring,east_or_west,8,18,5,5.1
Athens,spring,east_or_west,12,18,0,1.9
Athens,spring,east_or_west,12,18,1,2.2
Athens,spring,east_or_west,12,18,2,2.8
Athens,spring,east_or_west,12,18,3,3.4
Athens,spring,east_or_west,12,18,4,4.3
Athens,spring,east_or_west,12,18,5,5.3
Athens,spring,east_or_west,20,18,0,2.8
Athens,spring,east_or_west,20,18,1,3.3
Athens,spring,east_or_west,20,18,2,3.8
Athens,spring,east_or_west,20,18,3,4.3
Athens,spring,east_or_west,20,18,4,4.9
Athens,spring,east_or_west,20,18,5,5.6
Athens,spring,east_or_west,30,18,0,3.7
Athens,spring,east_or_west,30,18,1,4
Athens,spring,east_or_west,30,18,2,4.3
Athens,spring,east_or_west,30,18,3,4.8
Athens,spring,east_or_west,30,18,4,5.2
Athens,spring,east_or_west,30,18,5,5.7
Athens,summer,south,8,18,0,7.2
Athens,summer,south,8,18,1,7.2
Athens,summer,south,8,18,2,7.2
Athens,summer,south,8,18,3,7.2
Athens,summer,south,8,18,4,7.2
Athens,summer,south,8,18,5,7.2
Athens,summer,south,12,18,0,7.2
Athens,summer,south,12,18,1,7.2
Athens,summer,south,12,18,2,7.2
Athens,summer,south,12,18,3,7.2
Athens,summer,south,12,18,4,7.2
Athens,summer,south,12,18,5,7.2
Athens,summer,south,20,18,0,7.2
Athens,summer,south,20,18,1,7.2
Athens,summer,south,20,18,2,7.2
Athens,summer,south,20,18,3,7.2
Athens,summer,south,20,18,4,7.2
Athens,summer,south,20,18,5,7.2
Athens,summer,south,30,18,0,7.2
Athens,summer,south,30,18,1,7.2
Athens,summer,south,30,18,2,7.2
Athens,summer,south,30,18,3,7.2
Athens,summer,south,30,18,4,7.2
Athens,summer,south,30,18,5,7.2
Athens,summer,east_or_west,8,18,0,1.8
Athens,summer,east_or_west,8,18,1,2.2
Athens,summer,east_or_west,8,18,2,2.7
Athens,summer,east_or_west,8,18,3,3.4
Athens,summer,east_or_west,8,18,4,4.7
Athens,summer,east_or_west,8,18,5,6.4
Athens,summer,east_or_west,12,18,0,2.6
Athens,summer,east_or_west,12,18,1,3
Athens,summer,east_or_west,12,18,2,3.7
Athens,summer,east_or_west,12,18,3,4.4
Athens,summer,east_or_west,12,18,4,5.5
Athens,summer,east_or_west,12,18,5,6.7
Athens,summer,east_or_west,20,18,0,3.8
Athens,summer,east_or_west,20,18,1,4.3
Athens,summer,east_or_west,20,18,2,4.8
Athens,summer,east_or_west,20,18,3,5.5
Athens,summer,east_or_west,20,18,4,6.2
Athens,summer,east_or_west,20,18,5,7
Athens,summer,east_or_west,30,18,0,4.8
Athens,summer,east_or_west,30,18,1,5.2
Athens,summer,east_or_west,30,18,2,5.6
Athens,summer,east_or_west,30,18,3,6.1
Athens,summer,east_or_west,30,18,4,6.6
Athens,summer,east_or_west,30,18,5,7.1
Athens,autumn,south,8,18,0,0
Athens,autumn,south,8,18,1,0.2
Athens,autumn,south,8,18,2,1.9
Athens,autumn,south,8,18,3,11.7
Athens,autumn,south,8,18,4,11.7
Athens,autumn,south,8,18,5,11.7
Athens,autumn,south,12,18,0,1.1
Athens,autumn,south,12,18,1,11.7
Athens,autumn,south,12,18,2,11.7
Athens,autumn,south,12,18,3,11.7
Athens,autumn,south,12,18,4,11.7
Athens,autumn,south,12,18,5,11.7
Athens,autumn,south,20,18,0,11.7
Athens,autumn,south,20,18,1,11.7
Athens,autumn,south,20,18,2,11.7
Athens,autumn,south,20,18,3,11.7
Athens,autumn,south,20,18,4,11.7
Athens,autumn,south,20,18,5,11.7
Athens,autumn,south,30,18,0,11.7
Athens,autumn,south,30,18,1,11.7
Athens,autumn,south,30,18,2,11.7
Athens,autumn,south,30,18,3,11.7
Athens,autumn,south,30,18,4,11.7
Athens,autumn,south,30,18,5,11.7
Athens,autumn,east_or_west,8,18,0,1.3
Athens,autumn,east_or_west,8,18,1,1.6
Athens,autumn,east_or_west,8,18,2,2
Athens,autumn,east_or_west,8,18,3,2.6
Athens,autumn,east_or_west,8,18,4,3.6
Athens,autumn,east_or_west,8,18,5,5.1
Athens,autumn,east_or_west,12,18,0,1.9
Athens,autumn,east_or_west,12,18,1,2.3
Athens,autumn,east_or_west,12,18,2,2.8
Athens,autumn,east_or_west,12,18,3,3.4
Athens,autumn,east_or_west,12,18,4,4.3
Athens,autumn,east_or_west,12,18,5,5.4
Athens,autumn,east_or_west,20,18,0,2.9
Athens,autumn,east_or_west,20,18,1,3.3
Athens,autumn,east_or_west,20,18,2,3.8
Athens,autumn,east_or_west,20,18,3,4.3
Athens,autumn,east_or_west,20,18,4,4.9
Athens,autumn,east_or_west,20,18,5,5.7
Athens,autumn,east_or_west,30,18,0,3.7
Athens,autumn,east_or_west,30,18,1,4
Athens,autumn,east_or_west,30,18,2,4.4
Athens,autumn,east_or_west,30,18,3,4.8
Athens,autumn,east_or_west,30,18,4,5.3
Athens,autumn,east_or_west,30,18,5,5.7
Athens,winter,south,8,18,0,0
Athens,winter,south,8,18,1,0
Athens,winter,south,8,18,2,0
Athens,winter,south,8,18,3,0
Athens,winter,south,8,18,4,0
Athens,winter,south,8,18,5,8
Athens,winter,south,12,18,0,0
Athens,winter,south,12,18,1,0
Athens,winter,south,12,18,2,0
Athens,winter,south,12,18,3,0
Athens,winter,south,12,18,4,5.8
Athens,winter,south,12,18,5,8.6
Athens,winter,south,20,18,0,0
Athens,winter,south,20,18,1,0
Athens,winter,south,20,18,2,1.8
Athens,winter,south,20,18,3,5.9
Athens,winter,south,20,18,4,7.7
Athens,winter,south,20,18,5,9
Athens,winter,south,30,18,0,0
Athens,winter,south,30,18,1,4.6
Athens,winter,south,30,18,2,6.3
Athens,winter,south,30,18,3,7.5
Athens,winter,south,30,18,4,8.4
Athens,winter,south,30,18,5,9.2
Athens,winter,east_or_west,8,18,0,0.8
Athens,winter,east_or_west,8,18,1,1
Athens,winter,east_or_west,8,18,2,1.2
Athens,winter,east_or_west,8,18,3,1.7
Athens,winter,east_or_west,8,18,4,2.4
Athens,winter,east_or_west,8,18,5,3.8
Athens,winter,east_or_west,12,18,0,1.2
Athens,winter,east_or_west,12,18,1,1.5
Athens,winter,east_or_west,12,18,2,1.8
Athens,winter,east_or_west,12,18,3,2.2
Athens,winter,east_or_west,12,18,4,3
Athens,winter,east_or_west,12,18,5,4
Athens,winter,east_or_west,20,18,0,1.9
Athens,winter,east_or_west,20,18,1,2.2
Athens,winter,east_or_west,20,18,2,2.6
Athens,winter,east_or_west,20,18,3,3
Athens,winter,east_or_west,20,18,4,3.6
Athens,winter,east_or_west,20,18,5,4.3
Athens,winter,east_or_west,30,18,0,2.5
Athens,winter,east_or_west,30,18,1,2.8
Athens,winter,east_or_west,30,18,2,3.1
Athens,winter,east_or_west,30,18,3,3.5
Athens,winter,east_or_west,30,18,4,3.9
Athens,winter,east_or_west,30,18,5,4.3
Paris,spring,south,8,18,0,0
Paris,spring,south,8,18,1,0
Paris,spring,south,8,18,2,0
Paris,spring,south,8,18,3,0.1
Paris,spring,south,8,18,4,11.8
Paris,spring,south,8,18,5,11.8
Paris,spring,south,12,18,0,0
Paris,spring,south,12,18,1,0
Paris,spring,south,12,18,2,0.2
Paris,spring,south,12,18,3,11.8
Paris,spring,south,12,18,4,11.8
Paris,spring,south,12,18,5,11.8
Paris,spring,south,20,18,0,11.4
Paris,spring,south,20,18,1,11.8
Paris,spring,south,20,18,2,11.8
Paris,spring,south,20,18,3,11.8
Paris,spring,south,20,18,4,11.8
Paris,spring,south,20,18,5,11.8
Paris,spring,south,30,18,0,11.8
Paris,spring,south,30,18,1,11.8
Paris,spring,south,30,18,2,11.8
Paris,spring,south,30,18,3,11.8
Paris,spring,south,30,18,4,11.8
Paris,spring,south,30,18,5,11.8
Paris,spring,east_or_west,8,18,0,1.1
Paris,spring,east_or_west,8,18,1,1.3
Paris,spring,east_or_west,8,18,2,1.7
Paris,spring,east_or_west,8,18,3,2.2
Paris,spring,east_or_west,8,18,4,3.2
Paris,spring,east_or_west,8,18,5,4.9
Paris,spring,east_or_west,12,18,0,1.7
Paris,spring,east_or_west,12,18,1,2
Paris,spring,east_or_west,12,18,2,2.4
Paris,spring,east_or_west,12,18,3,3
Paris,spring,east_or_west,12,18,4,3.9
Paris,spring,east_or_west,12,18,5,5.2
Paris,spring,east_or_west,20,18,0,2.5
Paris,spring,east_or_west,20,18,1,2.9
Paris,spring,east_or_west,20,18,2,3.3
Paris,spring,east_or_west,20,18,3,4
Paris,spring,east_or_west,20,18,4,4.7
Paris,spring,east_or_west,20,18,5,5.5
Paris,spring,east_or_west,30,18,0,3.3
Paris,spring,east_or_west,30,18,1,3.7
Paris,spring,east_or_west,30,18,2,4.1
Paris,spring,east_or_west,30,18,3,4.6
Paris,spring,east_or_west,30,18,4,5.1
Paris,spring,east_or_west,30,18,5,5.7
Paris,summer,south,8,18,0,7.7
Paris,summer,south,8,18,1,8.8
Paris,summer,south,8,18,2,8.8
Paris,summer,south,8,18,3,8.8
Paris,summer,south,8,18,4,8.8
Paris,summer,south,8,18,5,8.8
Paris,summer,south,12,18,0,8.8
Paris,summer,south,12,18,1,8.8
Paris,summer,south,12,18,2,8.8
Paris,summer,south,12,18,3,8.8
Paris,summer,south,12,18,4,8.8
Paris,summer,south,12,18,5,8.8
Paris,summer,south,20,18,0,8.8
Paris,summer,south,20,18,1,8.8
Paris,summer,south,20,18,2,8.8
Paris,summer,south,20,18,3,8.8
Paris,summer,south,20,18,4,8.8
Paris,summer,south,20,18,5,8.8
Paris,summer,south,30,18,0,8.8
Paris,summer,south,30,18,1,8.8
Paris,summer,south,30,18,2,8.8
Paris,summer,south,30,18,3,8.8
Paris,summer,south,30,18,4,8.8
Paris,summer,south,30,18,5,8.8
Paris,summer,east_or_west,8,18,0,1.7
Paris,summer,east_or_west,8,18,1,2.1
Paris,summer,east_or_west,8,18,2,2.6
Paris,summer,east_or_west,8,18,3,3.3
Paris,summer,east_or_west,8,18,4,4.7
Paris,summer,east_or_west,8,18,5,6.8
Paris,summer,east_or_west,12,18,0,2.5
Paris,summer,east_or_west,12,18,1,2.9
Paris,summer,east_or_west,12,18,2,3.6
Paris,summer,east_or_west,12,18,3,4.4
Paris,summer,east_or_west,12,18,4,5.7
Paris,summer,east_or_west,12,18,5,7.2
Paris,summer,east_or_west,20,18,0,3.8
Paris,summer,east_or_west,20,18,1,4.3
Paris,summer,east_or_west,20,18,2,4.9
Paris,summer,east_or_west,20,18,3,5.7
Paris,summer,east_or_west,20,18,4,6.6
Paris,summer,east_or_west,20,18,5,7.6
Paris,summer,east_or_west,30,18,0,4.8
Paris,summer,east_or_west,30,18,1,5.3
Paris,summer,east_or_west,30,18,2,5.8
Paris,summer,east_or_west,30,18,3,6.4
Paris,summer,east_or_west,30,18,4,7.1
Paris,summer,east_or_west,30,18,5,7.7
Paris,autumn,south,8,18,0,0
Paris,autumn,south,8,18,1,0
Paris,autumn,south,8,18,2,0.1
Paris,autumn,south,8,18,3,1
Paris,autumn,south,8,18,4,11.8
Paris,autumn,south,8,18,5,11.8
Paris,autumn,south,12,18,0,0
Paris,autumn,south,12,18,1,0.3
Paris,autumn,south,12,18,2,5.1
Paris,autumn,south,12,18,3,11.8
Paris,autumn,south,12,18,4,11.8
Paris,autumn,south,12,18,5,11.8
Paris,autumn,south,20,18,0,11.8
Paris,autumn,south,20,18,1,11.8
Paris,autumn,south,20,18,2,11.8
Paris,autumn,south,20,18,3,11.8
Paris,autumn,south,20,18,4,11.8
Paris,autumn,south,20,18,5,11.8
Paris,autumn,south,30,18,0,11.8
Paris,autumn,south,30,18,1,11.8
Paris,autumn,south,30,18,2,11.8
Paris,autumn,south,30,18,3,11.8
Paris,autumn,south,30,18,4,11.8
Paris,autumn,south,30,18,5,11.8
Paris,autumn,east_or_west,8,18,0,1.2
Paris,autumn,east_or_west,8,18,1,1.3
Paris,autumn,east_or_west,8,18,2,1.7
Paris,autumn,east_or_west,8,18,3,2.2
Paris,autumn,east_or_west,8,18,4,3.3
Paris,autumn,east_or_west,8,18,5,4.9
Paris,autumn,east_or_west,12,18,0,1.7
Paris,autumn,east_or_west,12,18,1,2
Paris,autumn,east_or_west,12,18,2,2.4
Paris,autumn,east_or_west,12,18,3,3.1
Paris,autumn,east_or_west,12,18,4,4
Paris,autumn,east_or_west,12,18,5,5.3
Paris,autumn,east_or_west,20,18,0,2.6
Paris,autumn,east_or_west,20,18,1,2.9
Paris,autumn,east_or_west,20,18,2,3.4
Paris,autumn,east_or_west,20,18,3,4
Paris,autumn,east_or_west,20,18,4,4.8
Paris,autumn,east_or_west,20,18,5,5.6
Paris,autumn,east_or_west,30,18,0,3.3
Paris,autumn,east_or_west,30,18,1,3.7
Paris,autumn,east_or_west,30,18,2,4.2
Paris,autumn,east_or_west,30,18,3,4.6
Paris,autumn,east_or_west,30,18,4,5.2
Paris,autumn,east_or_west,30,18,5,5.7
Paris,winter,south,8,18,0,0
Paris,winter,south,8,18,1,0
Paris,winter,south,8,18,2,0
Paris,winter,south,8,18,3,0
Paris,winter,south,8,18,4,0
Paris,winter,south,8,18,5,5.6
Paris,winter,south,12,18,0,0
Paris,winter,south,12,18,1,0
Paris,winter,south,12,18,2,0
Paris,winter,south,12,18,3,0
Paris,winter,south,12,18,4,0
Paris,winter,south,12,18,5,6.7
Paris,winter,south,20,18,0,0
Paris,winter,south,20,18,1,0
Paris,winter,south,20,18,2,0
Paris,winter,south,20,18,3,0
Paris,winter,south,20,18,4,4.9
Paris,winter,south,20,18,5,7.3
Paris,winter,south,30,18,0,0
Paris,winter,south,30,18,1,0
Paris,winter,south,30,18,2,0
Paris,winter,south,30,18,3,4.3
Paris,winter,south,30,18,4,6.3
Paris,winter,south,30,18,5,7.7
Paris,winter,east_or_west,8,18,0,0.5
Paris,winter,east_or_west,8,18,1,0.6
Paris,winter,east_or_west,8,18,2,0.8
Paris,winter,east_or_west,8,18,3,1.1
Paris,winter,east_or_west,8,18,4,1.7
Paris,winter,east_or_west,8,18,5,2.9
Paris,winter,east_or_west,12,18,0,0.8
Paris,winter,east_or_west,12,18,1,0.9
Paris,winter,east_or_west,12,18,2,1.2
Paris,winter,east_or_west,12,18,3,1.6
Paris,winter,east_or_west,12,18,4,2.2
Paris,winter,east_or_west,12,18,5,3.3
Paris,winter,east_or_west,20,18,0,1.2
Paris,winter,east_or_west,20,18,1,1.5
Paris,winter,east_or_west,20,18,2,1.8
Paris,winter,east_or_west,20,18,3,2.2
Paris,winter,east_or_west,20,18,4,2.8
Paris,winter,east_or_west,20,18,5,3.5
Paris,winter,east_or_west,30,18,0,1.7
Paris,winter,east_or_west,30,18,1,2
Paris,winter,east_or_west,30,18,2,2.3
Paris,winter,east_or_west,30,18,3,2.7
Paris,winter,east_or_west,30,18,4,3.1
Paris,winter,east_or_west,30,18,5,3.7
London,spring,south,8,18,0,0
London,spring,south,8,18,1,0
London,spring,south,8,18,2,0
London,spring,south,8,18,3,0
London,spring,south,8,18,4,11.8
London,spring,south,8,18,5,11.8
London,spring,south,12,18,0,0
London,spring,south,12,18,1,0
London,spring,south,12,18,2,0.1
London,spring,south,12,18,3,11.8
London,spring,south,12,18,4,11.8
London,spring,south,12,18,5,11.8
London,spring,south,20,18,0,0.2
London,spring,south,20,18,1,11.8
London,spring,south,20,18,2,11.8
London,spring,south,20,18,3,11.8
London,spring,south,20,18,4,11.8
London,spring,south,20,18,5,11.8
London,spring,south,30,18,0,11.8
London,spring,south,30,18,1,11.8
London,spring,south,30,18,2,11.8
London,spring,south,30,18,3,11.8
London,spring,south,30,18,4,11.8
London,spring,south,30,18,5,11.8
London,spring,east_or_west,8,18,0,1
London,spring,east_or_west,8,18,1,1.2
London,spring,east_or_west,8,18,2,1.5
London,spring,east_or_west,8,18,3,2.1
London,spring,east_or_west,8,18,4,3
London,spring,east_or_west,8,18,5,4.8
London,spring,east_or_west,12,18,0,1.5
London,spring,east_or_west,12,18,1,1.7
London,spring,east_or_west,12,18,2,2.2
London,spring,east_or_west,12,18,3,2.8
London,spring,east_or_west,12,18,4,3.8
London,spring,east_or_west,12,18,5,5.1
London,spring,east_or_west,20,18,0,2.3
London,spring,east_or_west,20,18,1,2.8
London,spring,east_or_west,20,18,2,3.2
London,spring,east_or_west,20,18,3,3.8
London,spring,east_or_west,20,18,4,4.6
London,spring,east_or_west,20,18,5,5.4
London,spring,east_or_west,30,18,0,3.1
London,spring,east_or_west,30,18,1,3.5
London,spring,east_or_west,30,18,2,3.9
London,spring,east_or_west,30,18,3,4.4
London,spring,east_or_west,30,18,4,5
London,spring,east_or_west,30,18,5,5.6
London,summer,south,8,18,0,5.3
London,summer,south,8,18,1,9.2
London,summer,south,8,18,2,9.2
London,summer,south,8,18,3,9.2
London,summer,south,8,18,4,9.2
London,summer,south,8,18,5,9.2
London,summer,south,12,18,0,9.2
London,summer,south,12,18,1,9.2
London,summer,south,12,18,2,9.2
London,summer,south,12,18,3,9.2
London,summer,south,12,18,4,9.2
London,summer,south,12,18,5,9.2
London,summer,south,20,18,0,9.2
London,summer,south,20,18,1,9.2
London,summer,south,20,18,2,9.2
London,summer,south,20,18,3,9.2
London,summer,south,20,18,4,9.2
London,summer,south,20,18,5,9.2
London,summer,south,30,18,0,9.2
London,summer,south,30,18,1,9.2
London,summer,south,30,18,2,9.2
London,summer,south,30,18,3,9.2
London,summer,south,30,18,4,9.2
London,summer,south,30,18,5,9.2
London,summer,east_or_west,8,18,0,1.7
London,summer,east_or_west,8,18,1,2
London,summer,east_or_west,8,18,2,2.5
London,summer,east_or_west,8,18,3,3.3
London,summer,east_or_west,8,18,4,4.7
London,summer,east_or_west,8,18,5,6.9
London,summer,east_or_west,12,18,0,2.4
London,summer,east_or_west,12,18,1,2.9
London,summer,east_or_west,12,18,2,3.5
London,summer,east_or_west,12,18,3,4.4
London,summer,east_or_west,12,18,4,5.7
London,summer,east_or_west,12,18,5,7.4
London,summer,east_or_west,20,18,0,3.8
London,summer,east_or_west,20,18,1,4.3
London,summer,east_or_west,20,18,2,4.9
London,summer,east_or_west,20,18,3,5.7
London,summer,east_or_west,20,18,4,6.7
London,summer,east_or_west,20,18,5,7.7
London,summer,east_or_west,30,18,0,4.8
London,summer,east_or_west,30,18,1,5.3
London,summer,east_or_west,30,18,2,5.9
London,summer,east_or_west,30,18,3,6.6
London,summer,east_or_west,30,18,4,7.2
London,summer,east_or_west,30,18,5,7.9
London,autumn,south,8,18,0,0
London,autumn,south,8,18,1,0
London,autumn,south,8,18,2,0
London,autumn,south,8,18,3,0.4
London,autumn,south,8,18,4,11.8
London,autumn,south,8,18,5,11.8
London,autumn,south,12,18,0,0
London,autumn,south,12,18,1,0.2
London,autumn,south,12,18,2,0.9
London,autumn,south,12,18,3,11.8
London,autumn,south,12,18,4,11.8
London,autumn,south,12,18,5,11.8
London,autumn,south,20,18,0,2.2
London,autumn,south,20,18,1,11.8
London,autumn,south,20,18,2,11.8
London,autumn,south,20,18,3,11.8
London,autumn,south,20,18,4,11.8
London,autumn,south,20,18,5,11.8
London,autumn,south,30,18,0,11.8
London,autumn,south,30,18,1,11.8
London,autumn,south,30,18,2,11.8
London,autumn,south,30,18,3,11.8
London,autumn,south,30,18,4,11.8
London,autumn,south,30,18,5,11.8
London,autumn,east_or_west,8,18,0,1.1
London,autumn,east_or_west,8,18,1,1.3
London,autumn,east_or_west,8,18,2,1.7
London,autumn,east_or_west,8,18,3,2.2
London,autumn,east_or_west,8,18,4,3.2
London,autumn,east_or_west,8,18,5,4.8
London,autumn,east_or_west,12,18,0,1.6
London,autumn,east_or_west,12,18,1,1.9
London,autumn,east_or_west,12,18,2,2.3
London,autumn,east_or_west,12,18,3,3
London,autumn,east_or_west,12,18,4,3.9
London,autumn,east_or_west,12,18,5,5.2
London,autumn,east_or_west,20,18,0,2.4
London,autumn,east_or_west,20,18,1,2.8
London,autumn,east_or_west,20,18,2,3.3
London,autumn,east_or_west,20,18,3,3.9
London,autumn,east_or_west,20,18,4,4.7
London,autumn,east_or_west,20,18,5,5.6
London,autumn,east_or_west,30,18,0,3.3
London,autumn,east_or_west,30,18,1,3.6
London,autumn,east_or_west,30,18,2,4.1
London,autumn,east_or_west,30,18,3,4.6
London,autumn,east_or_west,30,18,4,5.1
London,autumn,east_or_west,30,18,5,5.7
London,winter,south,8,18,0,0
London,winter,south,8,18,1,0
London,winter,south,8,18,2,0
London,winter,south,8,18,3,0
London,winter,south,8,18,4,0
London,winter,south,8,18,5,4.6
London,winter,south,12,18,0,0
London,winter,south,12,18,1,0
London,winter,south,12,18,2,0
London,winter,south,12,18,3,0
London,winter,south,12,18,4,0
London,winter,south,12,18,5,6
London,winter,south,20,18,0,0
London,winter,south,20,18,1,0
London,winter,south,20,18,2,0
London,winter,south,20,18,3,0
London,winter,south,20,18,4,3.5
London,winter,south,20,18,5,6.7
London,winter,south,30,18,0,0
London,winter,south,30,18,1,0
London,winter,south,30,18,2,0
London,winter,south,30,18,3,2.3
London,winter,south,30,18,4,5.5
London,winter,south,30,18,5,7.2
London,winter,east_or_west,8,18,0,0.4
London,winter,east_or_west,8,18,1,0.5
London,winter,east_or_west,8,18,2,0.7
London,winter,east_or_west,8,18,3,0.9
London,winter,east_or_west,8,18,4,1.5
London,winter,east_or_west,8,18,5,2.7
London,winter,east_or_west,12,18,0,0.7
London,winter,east_or_west,12,18,1,0.8
London,winter,east_or_west,12,18,2,1
London,winter,east_or_west,12,18,3,1.3
London,winter,east_or_west,12,18,4,1.9
London,winter,east_or_west,12,18,5,3
London,winter,east_or_west,20,18,0,1.1
London,winter,east_or_west,20,18,1,1.2
London,winter,east_or_west,20,18,2,1.6
London,winter,east_or_west,20,18,3,2
London,winter,east_or_west,20,18,4,2.5
London,winter,east_or_west,20,18,5,3.3
London,winter,east_or_west,30,18,0,1.5
London,winter,east_or_west,30,18,1,1.7
London,winter,east_or_west,30,18,2,2.1
London,winter,east_or_west,30,18,3,2.4
London,winter,east_or_west,30,18,4,2.8
London,winter,east_or_west,30,18,5,3.4
Amsterdam,spring,south,8,18,0,0
Amsterdam,spring,south,8,18,1,0
Amsterdam,spring,south,8,18,2,0
Amsterdam,spring,south,8,18,3,0
Amsterdam,spring,south,8,18,4,11.8
Amsterdam,spring,south,8,18,5,11.8
Amsterdam,spring,south,12,18,0,0
Amsterdam,spring,south,12,18,1,0
Amsterdam,spring,south,12,18,2,0
Amsterdam,spring,south,12,18,3,11.8
Amsterdam,spring,south,12,18,4,11.8
Amsterdam,spring,south,12,18,5,11.8
Amsterdam,spring,south,20,18,0,0.1
Amsterdam,spring,south,20,18,1,11.8
Amsterdam,spring,south,20,18,2,11.8
Amsterdam,spring,south,20,18,3,11.8
Amsterdam,spring,south,20,18,4,11.8
Amsterdam,spring,south,20,18,5,11.8
Amsterdam,spring,south,30,18,0,11.8
Amsterdam,spring,south,30,18,1,11.8
Amsterdam,spring,south,30,18,2,11.8
Amsterdam,spring,south,30,18,3,11.8
Amsterdam,spring,south,30,18,4,11.8
Amsterdam,spring,south,30,18,5,11.8
Amsterdam,spring,east_or_west,8,18,0,1
Amsterdam,spring,east_or_west,8,18,1,1.2
Amsterdam,spring,east_or_west,8,18,2,1.5
Amsterdam,spring,east_or_west,8,18,3,2.1
Amsterdam,spring,east_or_west,8,18,4,3
Amsterdam,spring,east_or_west,8,18,5,4.8
Amsterdam,spring,east_or_west,12,18,0,1.5
Amsterdam,spring,east_or_west,12,18,1,1.7
Amsterdam,spring,east_or_west,12,18,2,2.2
Amsterdam,spring,east_or_west,12,18,3,2.8
Amsterdam,spring,east_or_west,12,18,4,3.8
Amsterdam,spring,east_or_west,12,18,5,5.1
Amsterdam,spring,east_or_west,20,18,0,2.3
Amsterdam,spring,east_or_west,20,18,1,2.7
Amsterdam,spring,east_or_west,20,18,2,3.2
